"id","type_invoice","id_ref","status","datetime_trans","description"
6052,2,"289df448-7051-4474-9a08-bce21915e06a",10,"2021-12-23 15:36:01","001C7626F9C2A845C9819D3F2DC0940CA4"
6051,2,f097a836-af33-4f1e-96e3-363b45d1c607,10,"2021-12-23 15:36:01","00D109F29C2FDE458DAF183236BD4F24FA"
6050,2,"48f63fd0-bf87-40f5-89bc-4267c01d133f",10,"2021-12-23 15:36:01","007723F9D0F78F46F6B9A1929CDEF470AC"
6049,2,"80de921e-c0fd-4698-b7ee-079caeac9613",10,"2021-12-23 15:36:01","00060065F680CC42E095B836031704F755"
6048,2,"3c17644d-3fe7-461b-aebb-e606d1fb93cf",10,"2021-12-23 15:36:01","00F47CE3C88C3D4AE289F9127F9DCEFB02"
6047,2,"3f403a17-e3bb-455b-a002-d3fb53a57c33",10,"2021-12-23 15:36:01","000D28C20CCBC84B118C8ED5ECCA611ADE"
6046,2,"1d3e2dc5-6814-4d37-a43e-842cdfa90a6d",10,"2021-12-23 15:36:00","00D616396D58234180A5EAC0159C4B5FB2"
6045,2,"837627b0-beb8-433b-ba52-797bb43078d7",10,"2021-12-23 15:36:00","005A344F117C354D718B6382B3A806654A"
6044,2,"4f86954e-9568-49a8-937d-e3f400f182fc",1,"2021-12-23 15:37:30",Mã giao dịch: V010412856540364561AA3E4DC1812A95D56F601B1E
6043,2,d9b323b5-7ce5-4253-8eaa-fee7646bc3de,1,"2021-12-23 15:37:03",Mã giao dịch: V01041285655AADE94441BA4798BD024BA8A8FEE935
6042,2,"1f0bcbca-4b32-407a-9da2-c01d51bcd060",1,"2021-12-23 15:37:03",Mã giao dịch: V0104128565BC836DC9E663406196F45FD0DD31129D
6041,2,b17a87f5-bb79-4efe-bed1-3f1904c2f6c3,1,"2021-12-23 15:37:03",Mã giao dịch: V010412856553958721999745AAACBF7785BBDBA4EE
6040,2,"57496b39-71e3-45ec-9060-06836342c165",10,"2021-12-23 15:35:31","008C0115056DA84C4A85E4D46357D4C3B9"
6039,2,b8fda63c-a1ef-4716-81ce-1408c964744e,1,"2021-12-23 15:37:02",Mã giao dịch: V010412856521833A17C7CC4C398ADD8B1B990052A8
6038,2,ca42529b-1c31-40a4-a4db-c6d7216f7ac3,10,"2021-12-23 15:35:30","00BB834B543B994E36839A1A6FD3ED658C"
6037,2,"9a4d4736-60b9-43e1-931f-0c61f7e2bd15",1,"2021-12-23 15:37:02",Mã giao dịch: V01041285651394A971C1C54F5B900BDE0BA1657A0B
6036,2,"06542319-cfdf-4125-833b-b54a0df9d6e0",10,"2021-12-23 15:35:30","005F9EE94189FB4B72AE3EE6A60D9145AD"
6035,2,"1562a4cd-428d-438a-9865-7bc28033e805",1,"2021-12-23 15:37:02",Mã giao dịch: V0104128565A9EFB4DB3FF14EC8AE85A87C2B0CA348
6034,2,"2b4f58fa-d8f1-47dc-b1f4-8c6c01832ee0",10,"2021-12-23 15:35:30","00CE94AB8214734AFA885FD3AAAD64649A"
6033,2,"1f09c8b0-8e53-4639-b2a4-b09963dbae24",1,"2021-12-23 15:37:02",Mã giao dịch: V01041285650ACEF335FA174596B392CAC7F6924437
6032,2,c29e435f-42bb-4143-9d18-8aaa8ca82be0,10,"2021-12-23 15:35:30","00CBF4C7FBFAE74669904D78A8008B0100"
6031,2,"7b47d308-9e37-4f12-b2db-334c1569a31c",1,"2021-12-23 15:37:02",Mã giao dịch: V010412856578A92F05A3C24607B4FBFD4A55E28501
6030,2,a65e4f96-3a69-4aaf-82ac-07cbdeba378c,10,"2021-12-23 15:35:03","00845AFE3C17B744D7B82133A25EA63E60"
6029,2,d6b4a86b-a6f8-4bf4-b451-f75dc5090fbc,1,"2021-12-23 15:37:02",Mã giao dịch: V01041285658DD77233A7AA4006BF284505B2C9B77F
6028,2,"1c9dc83e-a700-4ed2-a1c3-6a4c687eb3c3",10,"2021-12-23 15:35:03","00092D8AA6E24F4ED38A7E096FA6D42737"
6027,2,"25ca1aef-acab-41a0-91e3-e5bfbdc9349c",10,"2021-12-23 15:35:03","007B68A5F2CB854BA19B1FFCDBCB60DFDD"
6026,2,bc3bbc05-e724-4634-aedb-d9e2a9364e68,1,"2021-12-23 15:37:02",Mã giao dịch: V01041285652EA3BA21D22148C4B6E6F80286F68035
6025,2,"7212feba-f8bf-4699-844a-5074f5d6b297",1,"2021-12-23 15:37:01",Mã giao dịch: V0104128565A71FA0A76E72480E90B8CD91C4660F17
6024,2,bcabd221-7ddc-414e-a783-75ec5e451a2f,10,"2021-12-23 15:35:03","001C9827E4FE1E4C97B0F75F72463C06E4"
6023,2,"789249ef-048e-43fa-91a4-1ba8c6236940",10,"2021-12-23 15:35:02","00B8BC009E23524EE3BFAAE15E22C82EF3"
6022,2,"4c8a8983-d1cc-4362-99e1-ac9efacb1702",1,"2021-12-23 15:37:01",Mã giao dịch: V01041285653279D7E216264444BCE5D748106B6C8A
6021,2,"457b8091-0933-466d-a6b8-e8e5829ecf72",10,"2021-12-23 15:35:02","00CD304E199E054CC0A4939D9052F71675"
6020,2,"5be5b926-0d3a-4696-aa84-e89c2b278bf7",1,"2021-12-23 15:37:01",Mã giao dịch: V01041285654016D40DA9344DD29A72C9BED353DCC0
6019,2,c3860e6a-77d4-424e-a9f9-4f34792c69d9,10,"2021-12-23 15:35:02","0085EB974EA4EC4C6E946E2AA4BAED2D8B"
6018,2,"9c8df396-a033-46fc-8d76-33f2bc8c222f",10,"2021-12-23 15:35:02","006C0A1F64019A46CAB39826210516BAF5"
6017,2,cfe721fc-8f7b-41af-8fc5-347b60f509bd,1,"2021-12-23 15:37:01",Mã giao dịch: V010412856540929C5FA6004CA580EF7CFA1A0952E8
6016,2,"23e9469f-4118-4cc0-8163-f4e5f738214d",1,"2021-12-23 15:37:01",Mã giao dịch: V0104128565A4034F6B480E406AB04B2287CDEA4A82
6015,2,"44ed8c71-559a-4e40-bf3d-b844a9fb06d5",10,"2021-12-23 15:35:02","00EBDA239EFBD148ACBAEF3C903BA9FC8C"
6014,2,"6c14c402-318a-4e9e-97fb-942c29f44b56",10,"2021-12-23 15:35:02","00C412D0FBBCE14D6981E11A261CEA326F"
6013,2,b5b478e9-2867-48cb-aa0e-a1e06c73c12a,1,"2021-12-23 15:37:01",Mã giao dịch: V01041285653CFB7F632F4D4DEE9DA08F2AC105F2D4
6012,2,"91f7433c-f324-4091-84c9-8a4c26f766d9",1,"2021-12-23 15:37:01",Mã giao dịch: V01041285657D5E64E4A9034329870A7246E15B4FA8
6011,2,"1ae10ff6-b657-479c-a933-44dcbf1574d9",10,"2021-12-23 15:35:02","0055E5877B68C544A18690AFA4A4220D3B"
6010,2,"7c2f673c-3de6-4091-9fe9-c94abe9f0d41",1,"2021-12-23 15:37:00",Mã giao dịch: V01041285656CFB334EC66E4DE5BEF005493A224C3E
6009,2,"6be735f2-42ba-4979-8f7f-bfc9135088d5",10,"2021-12-23 15:35:01","00638F9F79B1F84330B1701443F0401580"
6008,2,"08c4c736-312f-4ca7-909b-f27fb2680454",1,"2021-12-23 15:37:00",Mã giao dịch: V010412856597FDC98297814AB4A1741B45004A9B8C
6007,2,"976de414-bcb9-4847-b2a1-491d83a72ce1",10,"2021-12-23 15:35:01","00A2F31E5F7FC34C05AD723D59FD4C0C6E"
6006,2,bb42b4af-8294-4450-be61-48d498779379,10,"2021-12-23 15:35:01","008952994FB0D04783BACFF34C6A0746AA"
6005,2,"8442e7ff-d464-43c1-a863-a379c27dcd4b",1,"2021-12-23 15:37:00",Mã giao dịch: V0104128565171020CD701E491DB024EC43DA19089E
6004,2,"3022c0b3-4bfe-48f9-8386-94314f44eb29",10,"2021-12-23 15:35:01","006422F41E621B4032B1B47CB633544775"
6003,2,"3b1cddfa-467d-45f0-b86d-9e6cd881a5ea",10,"2021-12-23 15:35:01","0031335ECC25C744A0BCD04D96108AE3F3"
6002,2,"1e619237-e593-4489-9c03-5af12b08a898",10,"2021-12-23 15:35:01","00A75B4720C51342B8887E67F2596ED3E6"
6001,2,c38526a5-7802-496a-beef-cda295a0e962,10,"2021-12-23 15:35:01","003DE16F96526041AEB07B4A5A91CE3B0A"
6000,2,e4d471e1-8e56-4a30-8dce-7e05ee7cd7d5,10,"2021-12-23 15:35:00","00F04F3C0858754B6FA8CD7BDBB125C496"
5999,2,"55c1ab46-24fe-4c73-abbb-1c9eb5245732",10,"2021-12-23 15:35:00","00A1232E19BD7D4ECFAAAA28D464187278"
5998,2,"6144deeb-f769-442c-a5d8-b45f8f769ae4",10,"2021-12-23 15:35:32","00F2F4E9F5BC6E4F93A8EB3D37F039B158"
5997,2,f0d08e74-da2f-4a28-ac01-a94f964f384b,10,"2021-12-23 15:35:32","00C10A915EE99D4D808E3A1A9D5F7A2266"
5996,2,"64819b2b-ab2d-4a78-adb6-5861662dcafb",10,"2021-12-23 15:35:32","00C8971E172E064666982C909289F5C864"
5995,2,"0ab23766-afd3-47b0-9189-ae4d92bea2c0",10,"2021-12-23 15:35:32","0085BA5256873144789F535C157726F6C0"
5994,2,"01207bf8-9e48-4b17-b1ff-75343d8df65d",10,"2021-12-23 15:35:32","00A3B1C3B88DE7421EAE8AA6AC9D1C5930"
5993,2,c3470ccf-ff97-496f-876d-7c8813deae5d,10,"2021-12-23 15:35:32","001B0C6A9F483143CC87454350B00D663D"
5992,2,fa0c9b54-3c99-4ba0-9bc1-c81d39b2a854,10,"2021-12-23 15:35:32","00A1DB73FF895B43AF9F09EA3EE09DFE4C"
5991,2,db9219e0-e036-42f2-ab69-a95704912ac3,10,"2021-12-23 15:35:31","001FD5D5902E3B406FB49202120E32A095"
5990,2,fdcd712e-6328-45fc-a33d-406534b812b5,10,"2021-12-23 15:35:31","001FCECA699DF242708FA52AB904255CF5"
5989,2,"67152b45-c724-4e54-be8a-b4e58d05b5ee",10,"2021-12-23 15:35:31","00E156AC2CFECF4575A3E6CA9396EAAA77"
5988,2,d08eca2d-036f-45b2-a968-d4cdb7d5e53e,10,"2021-12-23 15:35:31","000FAB94104DD44C42A64368C2C4C445B9"
5987,2,"21473416-13df-4d1c-812b-454a4714c586",10,"2021-12-23 15:35:31","00F8B7F6F3A8F545AC8F91FE4FA63B8EE2"
5986,2,"8b219d8c-2d47-440c-9413-08af6238f2db",10,"2021-12-23 15:35:31","00FA83F3136DD849388AF14D4C29BE9458"
5985,2,"0ba41575-e876-4ef3-a730-f57cbf0b276a",10,"2021-12-23 15:35:31","0044A8A269EE1E4811AA555D240C6EBB16"
5984,2,e1d6968f-5510-4a75-9414-b496cfbe3cfb,10,"2021-12-23 15:35:31","0002A3504BDC3B4F0993AA6973DDA5E195"
5983,2,"2efd11fc-6328-4de4-bf64-87eafac995d9",1,"2021-12-23 15:36:33",Mã giao dịch: V0104128565F200CFE737F84F02AB1E27C0A30A25B2
5982,2,d23273ff-cc5c-44a6-91d8-441d482217fe,1,"2021-12-23 15:36:33",Mã giao dịch: V0104128565BC7E783DE4B0449390B29D36EFB15532
5981,2,d26f45a6-9e01-4104-928a-55d26c06d3a0,1,"2021-12-23 15:36:32",Mã giao dịch: V010412856596BE08919C1947FF87DC7B5D7537F381
5980,2,ce463e34-0166-4639-b7f9-d8af590a8b4b,1,"2021-12-23 15:36:32",Mã giao dịch: V0104128565F7F59A6B64804C8CBB7CF8EADB2432D1
5979,2,"1263c280-d309-4b4a-bb52-ceea68d86eaf",1,"2021-12-23 15:36:32",Mã giao dịch: V01041285650DDFBF08115A4A60A98CEF582E39CACC
5978,2,"38be84bf-350c-4aff-9623-b52ec6f54e57",1,"2021-12-23 15:36:32",Mã giao dịch: V010412856514F8D9A8FC6947C98722756729C307B4
5977,2,"0cde2adc-8e8f-46a7-92d7-0fb2de1d8136",1,"2021-12-23 15:36:32",Mã giao dịch: V010412856569C6E29611EA4B9695DD6BF5F8268AD7
5976,2,"3ed4407a-2360-4830-9e8d-e299bd827665",1,"2021-12-23 15:36:32",Mã giao dịch: V01041285659726CB4CFB5E48DD802A281EACED76C7
5975,2,"2dc17e08-30c2-4d08-adf0-39dee169e279",1,"2021-12-23 15:36:32",Mã giao dịch: V010412856554C74B0B4C064A6F9CD7172CD5C85A43
5974,2,c6683325-a8bf-40ef-be31-a887ba8e9019,1,"2021-12-23 15:36:32",Mã giao dịch: V010412856591264A2B39154A8194010892B430821A
5973,2,"67d10543-0fe3-47ae-91fa-1b49deba81d2",1,"2021-12-23 15:36:31",Mã giao dịch: V0104128565E5D33A9AEDCA45C5AEDACF79A5B34CA4
5972,2,f113a34f-1b88-4512-b130-37f0d8be7412,1,"2021-12-23 15:36:31",Mã giao dịch: V0104128565BE6B94F6C7D044C7901FBA7A920197EE
5971,2,ba407232-d94f-482f-aece-16d8b4972883,1,"2021-12-23 15:36:31",Mã giao dịch: V01041285652DD955A919FE4EC68CB3A616B6547133
5970,2,"52fe9ece-9923-4525-8b53-106e57d34341",1,"2021-12-23 15:36:31",Mã giao dịch: V010412856579D185BD81834CF6814BC0E69D0DEE3B
